6260.0,588.9527060808872,568.6314184073898,2240.958089746437,1900.8753799236815,straight
6240.0,588.9527060808872,568.6314184073898,2240.958089746437,1887.31588506005,straight
6220.0,588.9527060808872,568.6314184073898,2240.958089746437,1873.8529824935574,straight
6200.0,588.9527060808872,568.6314184073898,2240.958089746437,1860.3900800638557,straight
6180.0,588.9527060808872,568.6314184073898,2240.958089746437,1846.9271777739366,straight
6160.0,588.9527060808872,568.6314184073898,2240.958089746437,1833.4642756268804,straight
6140.0,588.9527060808872,568.6314184073898,2240.958089746437,1819.9047804761656,straight
6120.0,588.9527060808872,568.6314184073898,2240.958089746437,1806.4418783896704,straight
6100.0,588.9527060808872,568.6314184073898,2240.958089746437,1793.004857773676,straight
6080.0,588.9527060808872,568.6314184073898,2240.958089746437,1779.5419551109212,straight
6060.0,588.9527060808872,568.6314184073898,2240.958089746437,1765.9824602752994,straight
6040.0,588.9527060808872,568.6314184073898,2240.958089746437,1752.519557665477,straight
6020.0,588.9527060808872,568.6314184073898,2240.958089746437,1739.0566552013195,straight
6000.0,588.9527060808872,568.6314184073898,2240.958089746437,1725.5937528862346,straight
5980.0,588.9527060808872,568.6314184073898,2240.958089746437,1712.1308507237407,straight
5960.0,588.9527060808872,568.6314184073898,2240.958089746437,1698.5713555809186,straight
5940.0,588.9527060808872,568.6314184073898,2240.958089746437,1685.1084534830393,straight
5920.0,588.9527060808872,568.6314184073898,2240.958089746437,1671.6714330274358,straight
5900.0,588.9527060808872,568.6314184073898,2240.958089746437,1658.2085303121562,straight
5880.0,588.9527060808872,568.6314184073898,2240.958089746437,1644.6490355087922,straight
5860.0,588.9527060808872,568.6314184073898,2240.958089746437,1631.1861328493446,straight
5840.0,588.9527060808872,568.6314184073898,2240.958089746437,1617.7232303456608,straight
5820.0,588.9527060808872,568.6314184073898,2240.958089746437,1604.260328001662,straight
5800.0,588.9527060808872,568.6314184073898,2240.958089746437,1590.7974258214026,straight
5780.0,588.9527060808872,568.6314184073898,2240.958089746437,1577.2379306876946,straight
5760.0,588.9527060808872,568.6314184073898,2240.958089746437,1563.7750285766813,straight
5740.0,588.9527060808872,568.6314184073898,2240.958089746437,1550.3380083065758,straight
5720.0,588.9527060808872,568.6314184073898,2240.958089746437,1536.8751055306998,straight
5700.0,588.9527060808872,568.6314184073898,2240.958089746437,1523.4122029181726,straight
5680.0,588.9527060808872,568.6314184073898,2240.958089746437,1509.8527080480399,straight
5660.0,588.9527060808872,568.6314184073898,2240.958089746437,1496.389805498554,straight
5640.0,588.9527060808872,568.6314184073898,2240.958089746437,1482.9269031209867,straight
5620.0,588.9527060808872,568.6314184073898,2240.958089746437,1469.4640009200634,straight
5600.0,588.9527060808872,568.6314184073898,2240.958089746437,1455.9045057969977,straight
5580.0,588.9527060808872,568.6314184073898,2240.958089746437,1442.4416036706652,straight
5560.0,588.9527060808872,568.6314184073898,2240.958089746437,1429.0045836175611,straight
5540.0,588.9527060808872,568.6314184073898,2240.958089746437,1415.5416807710046,straight
5520.0,588.9527060808872,568.6314184073898,2240.958089746437,1402.0787781005745,straight
5500.0,588.9527060808872,568.6314184073898,2240.958089746437,1388.5192832654504,straight
5480.0,588.9527060808872,568.6314184073898,2240.958089746437,1375.056380662262,straight
5460.0,588.9527060808872,568.6314184073898,2240.958089746437,1361.5934782452505,straight
5440.0,588.9527060808872,568.6314184073898,2240.958089746437,1348.130576019994,straight
5420.0,588.9527060808872,568.6314184073898,2240.958089746437,1334.5710809095185,straight
5400.0,588.9527060808872,568.6314184073898,2240.958089746437,1321.108178765085,straight
5380.0,588.9527060808872,568.6314184073898,2240.958089746437,1307.645276823956,straight
5360.0,588.9527060808872,568.6314184073898,2240.958089746437,1294.2082560391893,straight
5340.0,588.9527060808873,568.6314184073898,2240.958089746437,1280.7453533001787,straight
5320.0,588.9527060808873,568.6314184073898,2240.958089746437,1267.1858585069513,straight
5300.0,588.9527060808873,568.6314184073898,2240.958089746437,1253.7229558399258,straight
